Año: 2024,,,,,,,,,,,,,
Producción Agrícola,,,,,,,,,,,,,
Ciclo: Ciclicos - Perennes,,,,,,,,,,,,,
Modalidad: Riego + Temporal,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Cultivo,Variedad,UDM,Tipo de tecnología,Tipo de producción,Tipo de mercado,Superficie,,,Producción,Rendimiento,PMR,Valor Producción
,,,,,,,(ha),,,,(udm/ha),($/udm),(miles de Pesos)
,,,,,,,Sembrada,Cosechada,Siniestrada,,,,
529,Nopalitos,Nopalitos,Tonelada,Invernadero,Convencional,Nacional,3.6,3.6,0,273.1,75.86,"4,696.34","1,282.57"
530,Nopalitos,Nopalitos,Tonelada,Macro túnel,Convencional,Nacional,15.3,15.3,0,"1,575.28",102.96,"4,568.57","7,196.78"
531,Nube,Nube s/clasificar,Manojo,Cielo abierto,Convencional,Nacional,222.2,222.2,0,"459,066.65","2,066.01",45.23,"20,765.35"
532,Nube,Nube s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,556.4,556.4,0,"4,854.52",8.72,"4,988.76","24,218.04"
533,Nuez,Nuez encarcelada (pecanera),Tonelada,Cielo abierto,Convencional,Exportación,"11,183.00","8,790.00",0,"15,204.48",1.73,"81,819.52","1,244,023.26"
534,Nuez,Nuez orgánico,Tonelada,Cielo abierto,Convencional,Nacional,"1,512.65","1,455.65",0,"1,082.13",0.74,"44,348.88","47,991.25"
535,Nuez,Nuez encarcelada (pecanera),Tonelada,Cielo abierto,Convencional,Nacional,"153,211.61","115,950.06",0,"151,679.91",1.31,"74,442.29","11,291,400.35"
536,Nuez,Nuez encarcelada (pecanera),Tonelada,Cielo abierto,Convencional,Nacional,"1,265.10",937.3,0,"1,848.73",1.97,"41,531.07","76,779.74"
537,Okra (angú o gombo),Okra (angú o gombo),Tonelada,Cielo abierto,Convencional,Exportación,"3,255.00","3,255.00",0,"29,689.90",9.12,"10,031.85","297,844.64"
538,Okra (angú o gombo),Okra (angú o gombo) s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,515.26,515.26,0,"5,630.21",10.93,"6,347.31","35,736.71"
539,Orégano,Orégano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,43.72,42.61,0,61.12,1.43,"37,458.17","2,289.44"
540,Orégano,Orégano,Tonelada,Cielo abierto,Orgánico,Nacional,5,5,0,21.65,4.33,"25,542.32",552.99
541,Orquídea,Orquídea s/clasificar,Gruesa,Cielo abierto,Convencional,Nacional,44,44,0,"161,700.00","3,675.00",401.68,"64,951.66"
542,Orquídea,Orquídea,Planta,Invernadero,Convencional,Nacional,2.5,2.5,0,"80,620.00","32,248.00",38,"3,063.56"
543,Palma africana o de aceite,Palma africana o de aceite s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"111,692.74","102,610.24",0,"1,463,244.27",14.26,"2,437.16","3,566,158.92"
544,Palma camedor,Palma camedor s/clasificar,Gruesa,Cielo abierto,Convencional,Nacional,"1,417.25","1,383.25",0,"1,510,722.06","1,092.15",32.24,"48,707.24"
545,Palma de ornato,Palma de ornato s/clasificar,Planta,Cielo abierto,Convencional,Nacional,12,7,0,"1,350.00",192.86,172.78,233.25
546,Palma de ornato,Palma de ornato s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,129,0,0,0,0,0,0
547,Palma taco,Palma taco s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,80,65,0,183.3,2.82,"4,315.00",790.94
548,Papa,Papa alpha (blanca),Tonelada,Cielo abierto,Convencional,Nacional,"62,785.55","62,427.55",358,"2,076,640.36",33.26,"9,472.97","19,671,949.88"
549,Papa,Papa criolla,Tonelada,Cielo abierto,Convencional,Nacional,"1,072.11","1,072.11",0,"8,085.21",7.54,"7,354.95","59,466.28"
550,Papa,Papa fianna (blanca),Tonelada,Cielo abierto,Convencional,Nacional,"1,418.03","1,418.03",0,"38,992.63",27.5,"13,508.40","526,728.16"
551,Pápalo,Pápalo s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,384.1,384.1,0,"5,254.46",13.68,"2,862.86","15,042.76"
552,Papaya,Papaya maradol,Tonelada,Cielo abierto,Convencional,Exportación,1,1,0,25,25,"6,000.00",150
553,Papaya,Papaya s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,4,4,0,95,23.75,"6,000.00",570
554,Papaya,Papaya roja,Tonelada,Cielo abierto,Convencional,Nacional,459.8,459.8,0,"10,122.70",22.02,"6,800.06","68,834.96"
555,Papaya,Papaya criolla,Tonelada,Cielo abierto,Convencional,Nacional,38.25,38.25,0,620.8,16.23,"6,976.96","4,331.30"
556,Papaya,Papaya maradol,Tonelada,Cielo abierto,Convencional,Nacional,"20,344.37","19,800.77",0,"1,128,572.32",57,"6,666.47","7,523,593.77"
557,Papaya,Papaya amarilla,Tonelada,Cielo abierto,Convencional,Nacional,48.5,48.5,0,609.5,12.57,"11,776.88","7,178.01"
558,Papaya,Papaya hawaiana,Tonelada,Cielo abierto,Convencional,Nacional,3,3,0,65.61,21.87,"7,736.10",507.57
559,Papaya,Papaya maradol,Tonelada,Cielo abierto,Orgánico,Exportación,26.25,26.25,0,"1,263.41",48.13,"10,323.75","13,043.13"
560,Papaya,Papaya maradol,Tonelada,Cielo abierto,Orgánico,Nacional,17.3,17.3,0,780.58,45.12,"9,232.51","7,206.71"
561,Papaya,Papaya maradol,Tonelada,Invernadero,Convencional,Nacional,12,12,0,699.6,58.3,"6,743.16","4,717.51"
562,Pasto tapete,Pasto tapete s/clasificar,Metro cuadrado,Cielo abierto,Convencional,Nacional,826.5,824.5,0,"6,328,660.26","7,675.76",30.54,"193,306.83"
563,Pastos y praderas,Pastos y praderas llanero,Tonelada,Cielo abierto,Convencional,Nacional,"965,880.11","965,877.11",0,"20,208,538.88",20.92,502.01,"10,144,898.87"
564,Pastos y praderas,Pastos y praderas rhodes,Tonelada,Cielo abierto,Convencional,Nacional,"42,464.72","42,464.72",0,"1,207,161.18",28.43,684.68,"826,520.42"
565,Pastos y praderas,Pastos y praderas s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"31,467.55","31,467.55",0,"824,889.02",26.21,643.17,"530,545.70"
566,Pastos y praderas,Pastos y praderas guinea,Tonelada,Cielo abierto,Convencional,Nacional,"216,678.80","216,678.80",0,"3,093,391.65",14.28,606.32,"1,875,578.86"
567,Pastos y praderas,Pastos y praderas achicalado s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,484.48,484.48,0,"2,906.88",6,"2,000.00","5,813.76"
568,Pastos y praderas,Pastos y praderas bermuda,Tonelada,Cielo abierto,Convencional,Nacional,"210,560.95","210,535.95",0,"7,025,322.82",33.37,600.5,"4,218,705.60"
569,Pastos y praderas,Pastos y praderas estrella,Tonelada,Cielo abierto,Convencional,Nacional,"668,514.76","668,487.76",0,"17,284,842.62",25.86,920.95,"15,918,420.36"
570,Pastos y praderas,Pastos y praderas ever green,Tonelada,Cielo abierto,Convencional,Nacional,"6,390.74","6,385.74",0,"115,367.98",18.07,"1,255.15","144,803.76"
571,Pastos y praderas,Pastos y praderas maravilla,Tonelada,Cielo abierto,Convencional,Nacional,98.5,98.5,0,"2,141.93",21.75,980,"2,099.09"
572,Pastos y praderas,Pastos y praderas olleto,Tonelada,Cielo abierto,Convencional,Nacional,406.6,406.6,0,"32,173.89",79.13,828.43,"26,653.77"
573,Pastos y praderas,Pastos y praderas taiwán,Tonelada,Cielo abierto,Convencional,Nacional,"25,437.38","25,437.38",0,"553,974.00",21.78,906.49,"502,172.53"
574,Pastos y praderas,Pastos y praderas ballico,Tonelada,Cielo abierto,Convencional,Nacional,"3,410.13","3,410.13",0,"91,152.69",26.73,672.04,"61,258.07"
575,Pastos y praderas,Pastos y praderas rye grass,Tonelada,Cielo abierto,Convencional,Nacional,"75,830.75","75,830.35",0,"2,695,605.79",35.55,709.89,"1,913,590.15"
576,Pastos y praderas,Pastos y praderas buffel,Tonelada,Cielo abierto,Convencional,Nacional,"325,846.16","325,821.16",0,"3,956,828.49",12.14,528.51,"2,091,241.24"
577,Pastos y praderas,Pastos y praderas sudan,Tonelada,Cielo abierto,Convencional,Nacional,"4,407.15","3,757.15",650,"131,236.46",34.93,677.17,"88,868.86"
578,Pastos y praderas,Pastos y praderas maralfalfa,Tonelada,Cielo abierto,Convencional,Nacional,504.68,504.68,0,"20,306.09",40.24,"1,002.87","20,364.41"
579,Pensamiento,Pensamiento,Planta,Invernadero,Convencional,Nacional,9.5,9.5,0,"1,740,087.87","183,167.14",9.15,"15,926.61"
580,Pepino,Pepino americano chino,Tonelada,Cielo abierto,Convencional,Exportación,112,112,0,"8,035.18",71.74,"8,163.92","65,598.56"
581,Pepino,Pepino europeo,Tonelada,Cielo abierto,Convencional,Exportación,200,200,0,"13,119.75",65.6,"7,749.99","101,677.88"
582,Pepino,Pepino pickle,Tonelada,Cielo abierto,Convencional,Exportación,107.5,107.5,0,"7,630.00",70.98,"8,863.98","67,632.16"
583,Pepino,Pepino americano chino,Tonelada,Cielo abierto,Convencional,Nacional,"8,171.29","8,171.29",0,"306,604.95",37.52,"6,728.62","2,063,028.78"
584,Pepino,Pepino blanco,Tonelada,Cielo abierto,Convencional,Nacional,859.9,859.9,0,"24,577.14",28.58,"6,697.07","164,594.73"
585,Pepino,Pepino s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,2,2,0,26.12,13.06,"6,500.00",169.78
586,Pepino,Pepino pickle,Tonelada,Cielo abierto,Convencional,Nacional,"2,773.60","2,773.60",0,"113,056.07",40.76,"7,455.32","842,869.07"
587,Pepino,Pepino europeo,Tonelada,Cielo abierto,Convencional,Nacional,10,10,0,"1,030.00",103,"6,400.00","6,592.00"
588,Pepino,Pepino pickle,Tonelada,Cielo abierto,Orgánico,Nacional,66,66,0,"2,442.80",37.01,"13,432.65","32,813.29"
589,Pepino,Pepino persa,Tonelada,Invernadero,Convencional,Exportación,151.88,151.88,0,"13,153.32",86.6,"14,157.51","186,218.31"
590,Pepino,Pepino europeo,Tonelada,Invernadero,Convencional,Exportación,8,8,0,"1,340.00",167.5,"8,950.00","11,993.00"
591,Pepino,Pepino pickle,Tonelada,Invernadero,Convencional,Nacional,195.7,195.7,0,"27,080.33",138.38,"8,040.84","217,748.49"
592,Pepino,Pepino blanco,Tonelada,Invernadero,Convencional,Nacional,20,20,0,"2,616.00",130.8,"10,145.80","26,541.40"
593,Pepino,Pepino europeo,Tonelada,Invernadero,Convencional,Nacional,359.5,359.5,0,"54,904.82",152.73,"8,225.64","451,627.17"
594,Pepino,Pepino persa,Tonelada,Invernadero,Convencional,Nacional,1.97,1.97,0,188.59,95.73,"7,192.36","1,356.41"
595,Pepino,Pepino,Tonelada,Invernadero,Convencional,Nacional,3,3,0,225,75,"11,100.00","2,497.50"
596,Pepino,Pepino americano chino,Tonelada,Invernadero,Convencional,Nacional,481.56,481.56,0,"96,239.04",199.85,"8,169.40","786,215.66"
597,Pepino,Pepino americano chino,Tonelada,Invernadero,Orgánico,Nacional,15,15,0,"1,773.00",118.2,"9,290.00","16,471.17"
598,Pepino,Pepino inglés,Tonelada,Invernadero,Orgánico,Nacional,25,25,0,"2,456.58",98.26,"8,734.73","21,457.56"
599,Pepino,Pepino americano chino,Tonelada,Macro túnel,Convencional,Nacional,21.5,21.5,0,"1,256.96",58.46,"8,277.29","10,404.22"
600,Pepino,Pepino europeo,Tonelada,Malla sombra,Convencional,Exportación,372.94,372.94,0,"44,053.21",118.12,"11,832.65","521,266.43"
601,Pepino,Pepino americano chino,Tonelada,Malla sombra,Convencional,Exportación,474,474,0,"52,753.13",111.29,"8,337.24","439,815.30"
602,Pepino,Pepino persa,Tonelada,Malla sombra,Convencional,Exportación,69,69,0,"7,070.00",102.46,"10,474.41","74,054.11"
603,Pepino,Pepino pickle,Tonelada,Malla sombra,Convencional,Exportación,184,184,0,"21,659.80",117.72,"8,839.66","191,465.25"
604,Pepino,Pepino,Tonelada,Malla sombra,Convencional,Nacional,77,77,0,"8,100.00",105.19,"7,228.94","58,554.43"
605,Pepino,Pepino americano chino,Tonelada,Malla sombra,Convencional,Nacional,848.2,776.2,72,"91,444.50",117.81,"9,559.61","874,173.44"
606,Pepino,Pepino persa,Tonelada,Malla sombra,Convencional,Nacional,73.5,73.5,0,"8,270.81",112.53,"7,398.90","61,194.89"
607,Pepino,Pepino pickle,Tonelada,Malla sombra,Convencional,Nacional,347.5,347.5,0,"36,304.15",104.47,"8,896.01","322,961.92"
608,Pepino,Pepino europeo,Tonelada,Malla sombra,Convencional,Nacional,81,81,0,"9,756.55",120.45,"6,639.71","64,780.63"
609,Pepino,Pepino americano,Tonelada,Malla sombra,Orgánico,Exportación,15,15,0,"1,870.05",124.67,"11,200.00","20,944.56"
610,Pera,Pera s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"3,544.38","3,471.94",0,"25,874.61",7.45,"6,445.08","166,763.96"
611,Perejil,Perejil,Tonelada,Cielo abierto,Convencional,Exportación,120,120,0,"1,940.00",16.17,"10,845.36","21,040.00"
612,Perejil,Perejil s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,169.4,169.4,0,"2,348.97",13.87,"6,203.65","14,572.20"
613,Perón,Perón s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,160.5,159,0,"1,664.63",10.47,"10,348.23","17,225.97"
614,Persimonio,Persimonio s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,31.5,9.5,0,95,10,"20,000.00","1,900.00"
615,Petunia,Petunia,Planta,Invernadero,Convencional,Nacional,15.1,15.1,0,"2,385,427.50","157,975.33",11.85,"28,264.13"
616,Pimienta,Pimienta verde,Tonelada,Cielo abierto,Convencional,Nacional,"3,189.00","3,149.00",0,"9,050.68",2.87,"15,689.81","142,003.47"
617,Pimienta,Pimienta s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,57.5,57.5,0,93.97,1.63,"15,298.13","1,437.57"
618,Piña,Piña md2 hibrido,Tonelada,Cielo abierto,Convencional,Nacional,"14,751.65","9,144.30",0,"485,686.30",53.11,"5,758.03","2,796,594.09"
619,Piña,Piña criolla,Tonelada,Cielo abierto,Convencional,Nacional,"1,412.45","1,395.50",0,"19,869.01",14.24,"5,070.44","100,744.66"
620,Piña,Piña cayena lisa,Tonelada,Cielo abierto,Convencional,Nacional,"30,977.14","15,485.54",1,"787,089.38",50.83,"5,446.57","4,286,938.24"
621,Piñón,Piñón s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"1,660.00","1,533.00",0,"1,952.44",1.27,"111,843.25","218,367.23"
622,Pipicha,Pipicha s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,54,54,0,136.99,2.54,"2,901.86",397.53
623,Pistache,Pistache s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,138.5,110,0,44.82,0.41,"108,858.77","4,879.05"
624,Pitahaya,Pitahaya s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"2,537.78","2,128.78",0,"11,829.18",5.56,"20,998.12","248,390.54"
625,Pitaya,Pitaya criolla,Tonelada,Cielo abierto,Convencional,Nacional,"1,217.70","1,112.20",0,"2,403.49",2.16,"18,078.91","43,452.48"
626,Pitaya,Pitaya s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,146.5,131.5,0,538.01,4.09,"11,265.06","6,060.71"
627,Pitaya,Pitaya de mayo,Tonelada,Cielo abierto,Convencional,Nacional,282.49,204.02,0,"1,829.80",8.97,"24,919.15","45,597.07"
628,Plantas de ornato,Plantas de ornato s/clasificar,Planta,Cielo abierto,Convencional,Nacional,804.1,679.7,0,"1,523,097.98","2,240.84",122.77,"186,993.80"
629,Plantero de tabaco,Plantero de tabaco s/clasificar,Planta,Cielo abierto,Convencional,Nacional,23.5,23.5,0,"108,439,985.00","4,614,467.45",0.37,"40,578.49"
630,Plátano,Plátano pera,Tonelada,Cielo abierto,Convencional,Nacional,"1,253.75","1,253.75",0,"19,902.46",15.87,"4,804.89","95,629.16"
631,Plátano,Plátano valery,Tonelada,Cielo abierto,Convencional,Nacional,"2,867.48","2,826.48",0,"83,195.57",29.43,"5,386.88","448,164.45"
632,Plátano,Plátano dominico,Tonelada,Cielo abierto,Convencional,Nacional,"8,442.70","8,407.70",0,"151,794.66",18.05,"5,257.99","798,134.22"
633,Plátano,Plátano macho,Tonelada,Cielo abierto,Convencional,Nacional,"20,455.07","20,259.57",0,"399,112.85",19.7,"4,422.76","1,765,178.41"
634,Plátano,Plátano thai,Tonelada,Cielo abierto,Convencional,Nacional,347,315,0,"4,829.04",15.33,"9,264.78","44,739.97"
635,Plátano,Plátano morado,Tonelada,Cielo abierto,Convencional,Nacional,"1,060.80","1,036.30",0,"17,065.06",16.47,"5,218.34","89,051.37"
636,Plátano,Plátano tabasco,Tonelada,Cielo abierto,Convencional,Nacional,"3,464.69","3,414.83",0,"66,102.92",19.36,"4,884.78","322,898.06"
637,Plátano,Plátano criollo,Tonelada,Cielo abierto,Convencional,Nacional,"5,531.68","5,466.85",0,"98,141.34",17.95,"3,549.36","348,339.17"
638,Plátano,Plátano enano gigante,Tonelada,Cielo abierto,Convencional,Nacional,"37,106.71","36,704.71",0,"1,633,343.03",44.5,"4,034.65","6,589,960.94"
639,Plátano,Plátano manzano,Tonelada,Cielo abierto,Convencional,Nacional,"2,073.04","2,047.54",0,"32,554.20",15.9,"6,155.27","200,379.91"
640,Plátano,Plátano enano gigante,Tonelada,Cielo abierto,Orgánico,Nacional,"4,791.00","4,791.00",0,"164,249.76",34.28,"6,208.07","1,019,674.22"
641,Polar,Polar s/clasificar,Gruesa,Cielo abierto,Convencional,Nacional,86,86,0,"253,809.50","2,951.27",129.7,"32,917.94"
642,Polar,Polar s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,39,39,0,314.02,8.05,"4,755.10","1,493.20"
643,Pon-pon,Pon-pon s/clasificar,Gruesa,Cielo abierto,Convencional,Nacional,3,3,0,"4,596.00","1,532.00",138.88,638.29
644,Poro (leek),Poro (leek),Tonelada,Cielo abierto,Convencional,Exportación,263,263,0,"4,555.34",17.32,"11,011.42","50,160.78"
645,Poro (leek),Poro (leek) s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,205.9,205.9,0,"3,184.48",15.47,"7,307.73","23,271.31"
646,Rábano,Rábano,Tonelada,Cielo abierto,Convencional,Exportación,25,25,0,600,24,"5,800.00","3,480.00"
647,Rábano,Rábano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,353.05,353.05,0,"7,923.49",22.44,"7,736.37","61,299.04"
648,Rábano,Rabanito,Tonelada,Cielo abierto,Convencional,Nacional,"1,589.02","1,589.02",0,"33,100.92",20.83,"3,957.71","131,003.79"
649,Rábano,Rabanito,Tonelada,Cielo abierto,Orgánico,Nacional,11.5,11.5,0,83.3,7.24,"8,500.00",708.05
650,Rambután,Rambután s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,883.9,883.9,0,"9,629.83",10.89,"13,358.12","128,636.44"
651,Rambután,Rambután,Tonelada,Cielo abierto,Orgánico,Nacional,13,13,0,143.91,11.07,"13,378.40","1,925.29"
652,Romerito,Romerito s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,403,402.6,0.4,"3,658.72",9.09,"5,759.70","21,073.13"
653,Romero,Romero s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,6,6,0,6.9,1.15,"12,591.30",86.88
654,Romero,Romero,Tonelada,Cielo abierto,Orgánico,Nacional,29.65,29.65,0,193.47,6.53,"8,653.61","1,674.21"
655,Rosa,Rosa s/clasificar,Gruesa,Cielo abierto,Convencional,Nacional,567.51,560.5,0,"1,262,388.43","2,252.25",259.98,"328,195.92"
656,Rosa,Rosa,Gruesa,Invernadero,Convencional,Nacional,"1,172.01","1,168.51",0,"8,896,390.25","7,613.45",258.49,"2,299,606.62"
657,Rosa,Rosa s/clasificar,Planta,Cielo abierto,Convencional,Nacional,13.5,13.5,0,"997,854.96","73,915.18",17.04,"17,006.37"
658,Rosa,Rosa,Planta,Invernadero,Convencional,Nacional,10.1,10.1,0,"2,181,600.00","216,000.00",17.45,"38,067.87"
659,Rosa,Rosa s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,5,5,0,"8,047.70","1,609.54",435.1,"3,501.55"
660,Sábila,Sábila s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"4,889.91","4,667.43",0,"226,154.08",48.45,"2,006.96","453,883.19"
661,Sábila,Sábila,Tonelada,Cielo abierto,Orgánico,Nacional,15,15,0,978.96,65.26,"3,243.11","3,174.88"
662,Salvia,Salvia s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,10,10,0,32,3.2,"15,349.38",491.18
663,Salvia,Salvia,Tonelada,Cielo abierto,Orgánico,Nacional,3.7,3.7,0,15.02,4.06,"26,280.00",394.73
664,Sandía,Sandía cambray (sangría),Tonelada,Cielo abierto,Convencional,Exportación,"4,540.00","4,540.00",0,"238,157.17",52.46,"5,591.41","1,331,633.85"
665,Sandía,Sandía charleston (gray),Tonelada,Cielo abierto,Convencional,Nacional,"11,555.07","11,059.07",496,"343,291.26",31.04,"4,467.06","1,533,502.10"
666,Sandía,Sandía cambray (sangría),Tonelada,Cielo abierto,Convencional,Nacional,"17,351.99","17,345.99",6,"514,977.38",29.69,"4,798.90","2,471,326.25"
667,Sandía,Sandía verde (jubilie),Tonelada,Cielo abierto,Convencional,Nacional,"5,562.23","5,562.23",0,"168,337.64",30.26,"5,061.50","852,041.27"
668,Sandía,Sandía cambray (sangría),Tonelada,Cielo abierto,Orgánico,Exportación,116,116,0,"4,999.70",43.1,"6,648.00","33,237.98"
669,Saramuyo,Saramuyo s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,73,73,0,687,9.41,"9,092.05","6,246.24"
670,Semilla de avena grano,Semilla de avena grano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,331,331,0,610.06,1.84,"7,021.77","4,283.70"
671,Semilla de caña de azúcar,Semilla de caña de azúcar s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"10,176.18","10,079.28",0,"1,024,522.90",101.65,816.09,"836,106.44"
672,Semilla de cebada grano,Semilla de cebada grano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,800,800,0,"4,359.30",5.45,"7,047.69","30,722.99"
673,Semilla de frijol,Semilla de frijol negro jamapa,Tonelada,Cielo abierto,Convencional,Nacional,217.15,217.15,0,286.47,1.32,"19,104.71","5,472.93"
674,Semilla de frijol,Semilla de frijol pinto saltillo,Tonelada,Cielo abierto,Convencional,Nacional,54.15,54.15,0,90.43,1.67,"29,000.00","2,622.47"
675,Semilla de frijol,Semilla de frijol azufrado,Tonelada,Cielo abierto,Convencional,Nacional,14,14,0,28,2,"27,000.00",756
676,Semilla de garbanzo grano,Semilla de garbanzo grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,22,22,0,42.24,1.92,"19,774.82",835.29
677,Semilla de garbanzo porquero,Semilla de garbanzo porquero s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,10,10,0,16.4,1.64,"16,455.00",269.86
678,Semilla de haba,Semilla de haba s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,2,2,0,2.8,1.4,"44,925.23",125.79
679,Semilla de jícama,Semilla de jícama s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,11.45,11.45,0,13.09,1.14,"342,629.11","4,485.02"
680,Semilla de maíz grano,Semilla de maíz grano amarillo,Tonelada,Cielo abierto,Convencional,Nacional,40,40,0,123.41,3.09,"12,999.55","1,604.27"
681,Semilla de maíz grano,Semilla de maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,"9,793.81","9,793.81",0,"52,941.82",5.41,"12,630.62","668,687.93"
682,Semilla de papa,Semilla de papa s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,3.1,3.1,0,59.35,19.15,"26,565.05","1,576.64"
683,Semilla de papa,Semilla de papa alpha (blanca),Tonelada,Cielo abierto,Convencional,Nacional,210.37,210.37,0,"7,209.25",34.27,"18,964.44","136,719.38"
684,Semilla de sorgo grano,Semilla de sorgo grano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"4,966.91","4,966.91",0,"14,408.98",2.9,"4,269.40","61,517.73"
685,Semilla de soya,Semilla de soya s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,190,190,0,400.9,2.11,"22,673.25","9,089.71"
686,Semilla de trigo grano,Semilla de trigo grano suave,Tonelada,Cielo abierto,Convencional,Nacional,"1,048.00","1,048.00",0,"4,969.20",4.74,"7,708.77","38,306.42"
687,Semilla de trigo grano,Semilla de trigo grano cristalino,Tonelada,Cielo abierto,Convencional,Nacional,58,58,0,387.7,6.68,"9,313.29","3,610.76"
688,Semilla de trigo grano,Semilla de trigo grano fuerte,Tonelada,Cielo abierto,Convencional,Nacional,300,300,0,"1,752.00",5.84,"7,192.35","12,601.00"
689,Semilla de triticale grano,Semilla de triticale grano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,229,229,0,811.5,3.54,"12,777.63","10,369.05"
690,Semilla de zacate,Semilla de pastos y praderas bermuda,Tonelada,Cielo abierto,Convencional,Nacional,400,400,0,644,1.61,"50,000.00","32,200.00"
691,Shangai-bock-choy,Shangai-bock-choy s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,19,19,0,180.6,9.51,"5,919.53","1,069.07"
692,Shop suey,Shop suey s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,371.4,371.4,0,223.41,0.6,"20,610.36","4,604.56"
693,Solidago,Solidago s/clasificar,Manojo,Cielo abierto,Convencional,Nacional,1,1,0,"4,933.55","4,933.55",350.5,"1,729.21"
694,Solidago,Solidago,Manojo,Macro túnel,Convencional,Nacional,38.68,38.68,0,"1,350,899.00","34,925.00",34.13,"46,106.68"
695,Sorgo escobero,Sorgo escobero s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,905.22,905.22,0,"2,837.55",3.13,"6,891.39","19,554.66"
696,Sorgo escobero,Sorgo escobero verde,Tonelada,Cielo abierto,Convencional,Nacional,123,123,0,301.06,2.45,"1,252.40",377.05
697,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"118,380.03","109,408.08","8,971.95","2,857,986.80",26.12,915.09,"2,615,303.03"
698,Sorgo forrajero en verde,Sorgo forrajero seco s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,135,135,0,"3,140.00",23.26,780.57,"2,451.00"
699,Sorgo forrajero en verde,Sorgo forrajero achicalado s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,575,575,0,"9,154.00",15.92,"1,300.00","11,900.20"
700,Sorgo grano,Sorgo grano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"1,302,951.24","1,286,634.54","16,316.70","4,525,312.34",3.52,"4,250.20","19,233,504.05"
701,Sorgo grano,Sorgo grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,260,10,250,10,1,"8,140.00",81.4
702,Soya,Soya s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"125,126.74","125,124.74",2,"265,332.91",2.12,"8,068.26","2,140,774.63"
703,Statice,Statice s/clasificar,Manojo,Cielo abierto,Convencional,Nacional,13.13,13.13,0,"367,675.30","28,002.69",35.04,"12,881.66"
704,Statice,Statice s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,318.5,318.5,0,"2,932.28",9.21,"4,159.65","12,197.25"
705,Stevia,Stevia s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,100.15,19.15,0,235.19,12.28,"18,152.67","4,269.33"
706,Tabaco,Tabaco s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"7,275.60","7,275.60",0,"18,578.96",2.55,"43,285.63","804,202.05"
